Time,Fuel,Fan,Feed,Temp,O2
09/30/2012 09:49:40,19.99253112033195,90.0,100,899.9999843137441,5.000003624456781
09/30/2012 09:49:50,19.99253112033195,90.0,100,899.9999874498851,5.00000271834258
09/30/2012 09:50:00,19.99253112033195,85.5,100,899.9999899587981,5.00000203875694
09/30/2012 09:50:10,19.99253112033195,85.5,100,899.9999919659283,5.0000015290677
09/30/2012 09:50:20,19.99253112033195,85.5,100,900.1124935716323,4.32500114680078
09/30/2012 09:50:30,19.99253112033195,85.5,100,900.2024948561952,3.8187508601005797
09/30/2012 09:50:40,19.99253112033195,85.5,100,900.2744958838464,3.4390631450754396
09/30/2012 09:50:50,19.99253112033195,85.5,100,900.332096705966,3.15429735880658
09/30/2012 09:51:00,19.99253112033195,85.5,100,900.3781773636622,2.9407230191049303
09/30/2012 09:51:10,19.99253112033195,85.5,100,900.4150418898203,2.7805422643287003
09/30/2012 09:51:20,19.99253112033195,85.5,100,900.4445335107453,2.66040669824652
09/30/2012 09:51:30,19.99253112033195,85.5,100,900.4681268074862,2.5703050236848903
09/30/2012 09:51:40,19.99253112033195,85.5,100,900.4870014448784,2.50272876776367
09/30/2012 09:51:50,19.99253112033195,85.5,100,900.5021011547922,2.45204657582275
09/30/2012 09:52:00,19.99253112033195,85.5,100,900.5141809227232,2.41403493186706
09/30/2012 09:52:10,19.99253112033195,85.5,100,900.5238447370682,2.3855261989003
09/30/2012 09:52:20,19.99253112033195,85.5,100,900.5315757885444,2.3641446491752203
09/30/2012 09:52:30,19.99253112033195,85.5,100,900.5377606297252,2.34810848688142
09/30/2012 09:52:40,19.99253112033195,85.5,100,900.5427085026702,2.33608136516106
09/30/2012 09:52:50,19.99253112033195,85.5,100,900.5466668010251,2.3270610238708
09/30/2012 09:53:00,19.99253112033195,85.5,100,900.5498334397103,2.3202957679031
09/30/2012 09:53:10,19.99253112033195,85.5,100,900.552366750657,2.3152218259273196
09/30/2012 09:53:20,19.99253112033195,85.5,100,900.5543933994161,2.31141636944549
09/30/2012 09:53:30,19.99253112033195,85.5,100,900.5560147184221,2.3085622770841203
09/30/2012 09:53:40,19.99253112033195,85.5,100,900.5573117736271,2.3064217078130897
09/30/2012 09:53:50,19.99253112033195,85.5,100,900.5583494177913,2.30481628085982
09/30/2012 09:54:00,19.99253112033195,85.5,100,900.5591795331231,2.30361221064486
09/30/2012 09:54:10,19.99253112033195,85.5,100,900.5598436253883,2.30270915798365
09/30/2012 09:54:20,19.99253112033195,85.5,100,900.5603748992003,2.3020318684877403
09/30/2012 09:54:30,19.99253112033195,85.5,100,900.5607999182491,2.3015239013657998
09/30/2012 09:54:40,19.99253112033195,85.5,100,900.5611399334891,2.30114292602435
09/30/2012 09:54:50,19.99253112033195,85.5,100,900.5614119456811,2.30085719451826
09/30/2012 09:55:00,19.99253112033195,85.5,100,900.5616295554344,2.3006428958887
09/30/2012 09:55:10,19.99253112033195,85.5,100,900.5618036432372,2.30048217191652
09/30/2012 09:55:20,19.99253112033195,85.5,100,900.5619429134792,2.3003616289373903
09/30/2012 09:55:30,19.99253112033195,85.5,100,900.5620543296734,2.30027122170304
09/30/2012 09:55:40,19.99253112033195,85.5,100,900.5621434626285,2.30020341627728
09/30/2012 09:55:50,19.99253112033195,85.5,100,900.5622147689921,2.30015256220796
09/30/2012 09:56:00,19.99253112033195,85.5,100,900.5622718140833,2.3001144216559704
09/30/2012 09:56:10,19.99253112033195,85.5,100,900.5623174501563,2.30008581624198
09/30/2012 09:56:20,19.99253112033195,85.5,100,900.5623539590151,2.30006436218148
09/30/2012 09:56:30,19.99253112033195,85.5,100,900.5623831661012,2.30004827163611
09/30/2012 09:56:40,19.99253112033195,85.5,100,900.5624065317713,2.30003620372709
09/30/2012 09:56:50,19.99253112033195,85.5,100,900.5624252243063,2.3000271527953102
09/30/2012 09:57:00,19.99253112033195,85.5,100,900.5624401783341,2.3000203645964903
09/30/2012 09:57:10,19.99253112033195,85.5,100,900.5624521415573,2.30001527344736
09/30/2012 09:57:20,19.99253112033195,85.5,100,900.5624617121352,2.30001145508552
09/30/2012 09:57:30,19.99253112033195,85.5,100,900.5624693685982,2.3000085913141404
09/30/2012 09:57:40,19.99253112033195,85.5,100,900.5624754937683,2.30000644348561
09/30/2012 09:57:50,19.99253112033195,85.5,100,900.5624803939043,2.30000483261421
09/30/2012 09:58:00,19.99253112033195,85.5,100,900.5624843140133,2.3000036244606497
09/30/2012 09:58:10,19.99253112033195,85.5,100,900.5624874501002,2.3000027183454903
09/30/2012 09:58:20,19.99253112033195,90.0,100,900.5624899589691,2.30000203875912
09/30/2012 09:58:30,19.99253112033195,90.0,100,900.5624919660652,2.30000152906934
09/30/2012 09:58:40,19.99253112033195,90.0,100,900.4499935717422,2.9750011468019997
09/30/2012 09:58:50,19.99253112033195,90.0,100,900.3599948562833,3.4812508601015
09/30/2012 09:59:00,19.99253112033195,90.0,100,900.287995883916,3.86093814507613
09/30/2012 09:59:10,19.99253112033195,90.0,100,900.2303967060222,4.1457036088071
09/30/2012 09:59:20,19.99253112033195,90.0,100,900.1843173637074,4.35927770660532
09/30/2012 09:59:30,19.99253112033195,90.0,100,900.1474538898563,4.51945827995399
09/30/2012 09:59:40,19.99253112033195,90.0,100,900.1179631107741,4.6395937099654905
09/30/2012 09:59:50,19.99253112033195,90.0,100,900.0943704875092,4.72969528247412
09/30/2012 10:00:00,19.99253112033195,90.0,100,900.0754963888974,4.79727146185559
09/30/2012 10:00:10,19.99253112033195,90.0,100,900.060397110007,4.84795359639169
09/30/2012 10:00:20,19.99253112033195,90.0,100,900.0483176868954,4.885965197293769
09/30/2012 10:00:30,19.99253112033195,90.0,100,900.0386541484061,4.91447389797033
09/30/2012 10:00:40,19.99253112033195,90.0,100,900.0309233176142,4.93585542347775
09/30/2012 10:00:50,19.99253112033195,90.0,100,900.0247386529811,4.9518915676083095
09/30/2012 10:01:00,19.99253112033195,90.0,100,900.0197909212741,4.96391867570623
09/30/2012 10:01:10,19.99253112033195,90.0,100,900.0158327359093,4.97293900677967
09/30/2012 10:01:20,19.99253112033195,90.0,100,900.0126661876172,4.9797042550847594
09/30/2012 10:01:30,19.99253112033195,90.0,100,900.0101329489833,4.98477819131357
09/30/2012 10:01:40,19.99253112033195,90.0,100,900.0081063580762,4.98858364348517
09/30/2012 10:01:50,19.99253112033195,90.0,100,900.0064850853512,4.99143773261388
09/30/2012 10:02:00,19.99253112033195,90.0,100,900.0051880671701,4.99357829946041
09/30/2012 10:02:10,19.99253112033195,90.0,100,900.0041504526262,4.99518372459531
09/30/2012 10:02:20,19.99253112033195,90.0,100,900.0033203609903,4.99638779344648
09/30/2012 10:02:30,19.99253112033195,90.0,100,900.0026562876822,4.99729084508486
09/30/2012 10:02:40,19.99253112033195,90.0,100,900.0021250290351,4.997968133813651
09/30/2012 10:02:50,19.99253112033195,90.0,100,900.001700022118,4.9984761003602305
09/30/2012 10:03:00,19.99253112033195,90.0,100,900.0013600165842,4.9988570752701795
09/30/2012 10:03:10,19.99253112033195,90.0,100,900.0010880121574,4.99914280645263
09/30/2012 10:03:20,19.99253112033195,90.0,100,900.0008704086151,4.999357104839469
09/30/2012 10:03:30,19.99253112033195,90.0,100,900.0006963257813,4.9995178286296
09/30/2012 10:03:40,19.99253112033195,90.0,100,900.0005570595151,4.999638371472201
09/30/2012 10:03:50,19.99253112033195,90.0,100,900.0004456465012,4.99972877860415
09/30/2012 10:04:00,19.99253112033195,90.0,100,900.0003565160912,4.99979658395312
09/30/2012 10:04:10,19.99253112033195,90.0,100,900.000285211762,4.99984743796484
09/30/2012 10:04:20,19.99253112033195,90.0,100,900.0002281682994,4.99988557847363
