FIC-2101~FIC-2001  
  FreqPeriod(min) 	 Unc_UB 	 Bode 	 Unc_LB 	 S/N_Ratio
1.000000e+03 	 6.572595e-01 	 5.991851e-01 	  5.411107e-01 	 2.118092e+00
9.000254e+02 	 6.565242e-01 	 5.984498e-01 	  5.403754e-01 	 2.242020e+00
8.100456e+02 	 6.556121e-01 	 5.975377e-01 	  5.394633e-01 	 2.372203e+00
7.290616e+02 	 6.544793e-01 	 5.964050e-01 	  5.383306e-01 	 2.506300e+00
6.561739e+02 	 6.530711e-01 	 5.949967e-01 	  5.369223e-01 	 2.641395e+00
5.905732e+02 	 6.513179e-01 	 5.932435e-01 	  5.351691e-01 	 2.774060e+00
5.315308e+02 	 6.491317e-01 	 5.910573e-01 	  5.329829e-01 	 2.900456e+00
4.783912e+02 	 6.464010e-01 	 5.883266e-01 	  5.302522e-01 	 3.016470e+00
4.305642e+02 	 6.429836e-01 	 5.849092e-01 	  5.268348e-01 	 3.117870e+00
3.875187e+02 	 6.386985e-01 	 5.806242e-01 	  5.225498e-01 	 3.200434e+00
3.487767e+02 	 6.333154e-01 	 5.752410e-01 	  5.171666e-01 	 3.260057e+00
3.139079e+02 	 6.252873e-01 	 5.684674e-01 	  5.116475e-01 	 3.292798e+00
2.825250e+02 	 6.158663e-01 	 5.599349e-01 	  5.040034e-01 	 3.294892e+00
2.542797e+02 	 6.045836e-01 	 5.491854e-01 	  4.937871e-01 	 3.262743e+00
2.288582e+02 	 5.908766e-01 	 5.356616e-01 	  4.804467e-01 	 3.192963e+00
2.059782e+02 	 5.740923e-01 	 5.187092e-01 	  4.633262e-01 	 3.082528e+00
1.853856e+02 	 5.535163e-01 	 4.976044e-01 	  4.416925e-01 	 2.929138e+00
1.668517e+02 	 5.284495e-01 	 4.716303e-01 	  4.148110e-01 	 2.731909e+00
1.501708e+02 	 4.983673e-01 	 4.402356e-01 	  3.821039e-01 	 2.492482e+00
